,CloseTime,Open,High,Low,Close,Volume,Adj Volume
0,1588190400,214.71008367,216.527126,214.413912,215.96924559,1254.634738,270473.50006422587
1,1588194000,215.96,216.56088495,215.4129488,216.49999999,1359.36526789,293697.1695237242
2,1588197600,216.40000004,216.72,214.3140808,215.39785429,1151.72913566,248248.28129901105
3,1588201200,215.28,215.39053488,212.79458242,214.75058407,1831.12127602,391904.0165074404
4,1588204800,214.72266656,215.63222131,214.49441396,215.35098483,1028.97813783,221268.38161484146
5,1588208400,215.42830423,216.9,214.31875445,216.89349877,2076.80468649,446590.4110541414
6,1588212000,216.8337686,218.6,216.42305262,217.42856379,2457.19327378,534423.8968316095
7,1588215600,217.23365434,218.82467593,216.46360491,218.40372359,2168.16578432,471139.3251240702
8,1588219200,218.41315577,226.35514441,217.44524194,225.57612125,5344.49555546,1184360.8472217023
9,1588222800,225.54010584,225.54010584,221.05299843,222.827627,3622.1661282,806611.14726487
10,1588226400,222.75388446,226.8391186,222.73614704,225.93069989,2946.78508436,661088.5644028031
11,1588230000,225.93069989,227.13385486,223.249,223.28475434,4811.98161641,1081368.2452662606
12,1588233600,223.28,223.68296312,216.3234,220.36815671,3214.46024875,707128.64034341
13,1588237200,220.35179971,220.805,216.5129735,216.73084042,1937.01490559,423355.97637886053
14,1588240800,216.5495925,216.5495925,207.04147217,207.08,6415.90597206,1365585.6100642951
15,1588244400,206.35843293,212.79903962,202.19405314,212.35039561,4729.39300026,985350.1794422935
16,1588248000,212.35723618,214.2849393,211.61807204,211.74182454,2628.85547772,559709.9570959128
17,1588251600,211.74,213.1836997,207.51674768,208.84290631,2237.87018014,471379.0058389438
18,1588255200,208.99933725,212.27789999,208.00753469,211.260856,2074.81509932,436963.66296891484
19,1588258800,211.15029325,212.27619674,210.52190267,211.32056673,1817.21703348,383887.2627081089
20,1588262400,211.32056672,211.84674061,206.35780003,208.22505329,2306.54769981,482687.2308977853
21,1588266000,208.05120001,210.37,204.27615281,207.515,3521.15041564,731108.6256727172
22,1588269600,207.39,207.48916006,202.0834746,205.71184204,5694.91102874,1168066.1669318336
23,1588273200,205.84,210.29499999,205.84,209.02068269,3709.34749669,773713.6090467563
24,1588276800,209.15091681,212.68949134,209.025,211.5,2351.94666357,496990.32383873867
25,1588280400,211.50302713,212.29,210.06249089,211.63,1393.5194746,294140.29027589574
26,1588284000,211.4048399,211.96019354,208.64968587,209.08636904,967.6153564,203978.10539502904
27,1588287600,209.14979291,210.37235082,206.84580002,210.37235082,1392.66629819,290529.21830221586
28,1588291200,210.35582051,210.6555708,205.29320752,206.35436145,3733.92275753,774260.0738779089
29,1588294800,206.03203023,209.50796461,205.94860207,208.90632374,3254.24927217,677686.1152082256
30,1588298400,208.89783064,209.64326148,207.87295823,208.1011112,2157.72890349,450256.83266656735
31,1588302000,207.95929298,210.16472589,207.8456698,210.08602998,1529.70388923,319425.9798230243
32,1588305600,210.1337948,210.29056546,207.92920912,208.69240056,1583.58554539,330835.7330651214
33,1588309200,209.0465481,212.41124577,208.92058817,212.01488114,1696.91448012,357266.73872909526
34,1588312800,212.30982582,214.889,211.49118713,214.45267666,2507.10219999,535310.2571093518
35,1588316400,214.27096791,214.27096791,212.49893592,212.9201613,1290.25064302,275333.723554956
36,1588320000,213.06348647,213.64892669,209.9196,212.49893592,2119.54625352,448765.1439624901
37,1588323600,212.67,213.36567115,211.56777576,213.06008787,2211.0420762,469337.50782646367
38,1588327200,213.21125014,214.66683526,212.72840338,214.49882427,1759.71002262,376090.54538793996
39,1588330800,214.51859769,215.0,213.11612562,214.63898455,2070.05557632,443161.2485572517
40,1588334400,214.80824409,217.14,213.86863954,215.22305318,3704.12762845,797503.9853126671
41,1588338000,215.22305318,215.47715088,211.0,212.70066309,4393.07020822,937361.6494264165
42,1588341600,212.90888225,213.68129999,210.09641036,210.80054222,3480.05332961,736873.0032014046
43,1588345200,210.96371023,212.32569275,209.53880001,212.02647322,3091.75452777,651958.0430030915
44,1588348800,211.90104136,212.75371827,209.777,209.91280665,3058.39319637,646099.9085432122
45,1588352400,209.777,211.15407631,208.33435626,210.00770468,3302.50771617,693742.7383161616
46,1588356000,209.8763773,210.85335468,209.28187762,210.83637165,2355.86939876,494835.0314988064
47,1588359600,210.77426531,211.85,209.95188285,210.03530535,1240.56946536,261701.29002807094
48,1588363200,209.91979823,210.35605328,208.73735299,209.21604748,1915.94352523,401722.2978220319
49,1588366800,209.39765946,210.05389931,208.2569,209.92776533,887.9402857,185758.85139510254
50,1588370400,209.85447132,212.43886544,209.85447132,212.3563025,777.33160232,163725.47199294082
51,1588374000,212.36000004,212.46889993,211.29373871,211.96480074,1745.79292247,369700.47359387384
52,1588377600,211.98657144,213.74265121,211.84044148,212.06762153,910.80799253,193759.69599012184
53,1588381200,211.93390261,213.32771392,211.05936226,212.76246537,780.52277602,165478.81732881608
54,1588384800,212.76246993,212.9689965,211.78149205,212.18580241,1046.95957493,222358.40088552923
55,1588388400,212.14994254,212.66849347,211.30990542,212.18638879,601.11386756,127329.84251626997
56,1588392000,212.13303895,213.36567115,211.78504224,213.04358597,926.13900179,197156.4264705653
57,1588395600,213.0236524,213.70714376,212.31879922,212.79760648,845.95284207,180219.4053224107
58,1588399200,212.8626429,212.86381248,212.09004945,212.68228798,630.47687716,133938.1308254287
59,1588402800,212.67566825,213.06005882,212.35050752,212.47764547,862.35729903,183481.47298825675
60,1588406400,212.47764547,212.48831358,210.06284459,211.03323022,3111.61488552,657767.8976637861
61,1588410000,211.05,211.89999999,210.26896906,210.76383821,763.41841021,161237.7812427466
62,1588413600,210.74418399,212.065,210.74418399,211.9130294,530.53356228,112266.04672619216
63,1588417200,212.09179996,212.48612311,211.61925,212.12338938,909.82390779,192942.41383003694
64,1588420800,212.20939084,213.12353742,212.20939084,212.38024319,1183.71114605,251617.54728880682
65,1588424400,212.15713608,213.58362079,212.15713608,212.5184848,974.30183832,207585.12731078698
66,1588428000,212.51725526,213.1646244,212.40499832,213.1646244,389.54795262,82849.22968344341
67,1588431600,213.36567115,214.0,212.8652716,213.40571664,1191.59180255,254331.83629353682
68,1588435200,213.1872527,214.0,211.844097,213.06871784,1480.24449332,314994.93198634736
69,1588438800,213.05806597,215.27891784,212.67063533,214.20630597,1979.86474093,424419.20759102236
70,1588442400,214.25908912,214.79344254,213.66601328,214.51828394,985.44523046,211043.23333603458
71,1588446000,214.395,214.395,211.63190002,212.465,2158.87334708,458708.4900021586
72,1588449600,212.34413554,213.67935622,211.73730007,213.60656698,2089.41791825,443878.165219296
73,1588453200,213.55339194,213.97,212.94161918,213.935,633.46452854,135260.54052559516
74,1588456800,213.985,214.09515859,213.11418051,213.66,277.33246418,59237.88307126543
75,1588460400,213.65,214.04,213.19071279,214.04,743.00815856,158668.9003578776
76,1588464000,213.96399601,214.38189681,213.49,213.69914758,1310.27364869,280462.47351096576
77,1588467600,213.99210849,217.7467,213.50476979,217.33060941,3635.16153417,787592.5871540006
78,1588471200,217.44241809,219.15489998,216.15158487,217.10476131,3202.31720553,697432.1664352465
79,1588474800,216.96015321,218.09786864,216.63286101,216.63286101,1118.90322437,243134.27716804348
80,1588478400,216.6,218.40650232,216.6,218.01258557,925.56134533,201428.29823171682
81,1588482000,218.00133438,218.34103408,217.0944,217.28680133,797.38768163,173645.85014397706
82,1588485600,217.28680133,217.44,216.22942627,216.64883078,986.23151547,213862.9475156082
83,1588489200,216.5,216.5,212.3840701,213.90039794,3626.01814584,775764.4254402014
84,1588492800,213.75160059,214.62068338,213.28294902,213.81830901,1373.84005768,293882.1402116923
85,1588496400,213.50920806,214.78474875,213.13386971,214.37755958,1097.06245665,234862.38526232698
86,1588500000,214.71339126,215.60129589,214.40952079,215.31999999,1316.21734767,282881.16717849125
87,1588503600,215.51402395,215.762,213.23297924,213.8656155,2042.72724965,437934.01201967703
88,1588507200,213.84378986,215.0420407,213.73789081,214.12278369,1300.58224084,278993.6353312841
89,1588510800,214.0671129,214.0671129,211.0,212.9287998,3721.7239687,791938.994909086
90,1588514400,212.67727093,213.0312,211.06880002,212.52963096,2801.06195683,593252.547036812
91,1588518000,212.42723909,212.42723909,207.40230001,207.83939517,3543.96478289,743495.58997129
92,1588521600,207.79077905,209.2077686,205.07416147,208.26708495,4476.4290745,927225.2257012463
93,1588525200,208.06899819,209.59316326,207.06649982,208.8615461,1498.56595792,312862.5438383729
94,1588528800,208.82507555,209.61914599,207.05882352,208.1543426,941.65644846,196127.4045295493
95,1588532400,207.83511569,209.023,207.71837649,208.10024979,989.05130403,206013.1620230633
96,1588536000,208.05953872,209.05660929,207.91319619,208.864719,867.26675396,180962.1677305997
97,1588539600,208.88912543,209.06706083,206.65204368,207.8518783,1197.4489389,249020.28011444607
98,1588543200,207.80516496,210.57073296,207.28216291,209.39499999,775.00744052,162332.2652836509
99,1588546800,209.6343,211.38217683,209.6343,210.02098864,1480.8199263,311627.8726740911
100,1588550400,210.16863977,210.480608,209.25595248,209.81369241,1249.78727619,262288.0829699426
101,1588554000,209.90436342,210.57764791,207.54435962,207.80170001,2763.21932721,577216.0274968448
102,1588557600,207.71832133,208.707707,202.0,203.47975169,7635.93694261,1565213.146655199
103,1588561200,203.62181823,205.11565026,202.94117647,203.54141599,1742.32987476,355590.406054476
104,1588564800,203.82954706,204.40492989,202.82348435,203.49098272,1992.68788165,405836.4019314626
105,1588568400,203.52150954,203.52150954,197.33000001,198.92029483,4910.74201359,983895.6721785242
106,1588572000,198.99953877,199.6369431,195.0,198.06755991,4621.67380118,909926.9367787292
107,1588575600,198.057657,199.8257,197.30378896,199.0,1804.95093781,358558.92764086125
108,1588579200,198.79382954,199.47378042,197.49485666,199.37057506,2776.67594149,551895.803108728
109,1588582800,199.32419272,202.22293235,199.32419271,202.06948505,2617.53948187,526219.5685721022
110,1588586400,202.14857058,202.21965316,198.10770806,199.0,2568.9100613,513136.40105639247
111,1588590000,199.12888092,200.93907882,198.04445686,198.76031705,1506.99010221,300960.0781663512
112,1588593600,198.82554943,200.47692576,198.26261363,199.56502386,1192.99621139,237679.22522936336
113,1588597200,199.64789541,203.30289988,199.30840767,201.31195424,2193.31851046,442256.2244174737
114,1588600800,201.41192705,205.88235294,201.39237566,205.62642049,1924.72538525,392034.53877364425
115,1588604400,205.77015861,206.9518,203.6,203.72403896,4261.97675781,874144.7618971386
116,1588608000,203.81217464,206.24228821,203.81217463,205.77071358,1095.45462363,224871.25746055448
117,1588611600,206.14994897,206.74246364,203.04932394,204.48915643,2020.93873435,414251.2306729144
118,1588615200,204.59315028,205.26639999,202.35294117,203.52538761,923.75903593,187849.587124803
119,1588618800,203.68076908,205.19096386,203.66665378,203.93680522,885.07805405,180921.2697494022
120,1588622400,203.89980972,204.80014008,202.68723844,203.71935769,1256.57274503,256132.69819204026
121,1588626000,203.65679548,207.43259009,203.65679548,207.0,1158.3937944,237873.7041768696
122,1588629600,206.96268132,208.49311548,205.88235294,208.42074135,476.01957243,98610.67526665097
123,1588633200,208.48477582,208.92719699,206.62129775,207.29716191,698.02974621,144939.04739593307
124,1588636800,207.30301756,208.16545599,205.4653173,206.58663091,863.76849674,178409.88646803732
125,1588640400,206.59105062,208.60169998,206.47058823,208.5021068,344.60613695,71411.9897258897
126,1588644000,208.65675228,208.65675228,206.47058823,207.60462412,291.76807259,60526.30306067678
127,1588647600,207.60121241,207.60121241,205.20408163,205.61929256,464.43321651,95842.58267917426
128,1588651200,205.41103342,206.50966403,204.46620601,206.10809277,252.76758332,51926.729622092855
129,1588654800,206.51564736,210.41240001,206.49837462,209.67,866.79981733,181271.9547666526
130,1588658400,209.70757797,211.57488198,208.44481718,208.58279843,1072.76050935,225118.18772524362
131,1588662000,208.70750146,209.57101751,207.55,209.04657741,1121.54632944,233579.94783721506
132,1588665600,209.05080003,210.1053,208.26530612,208.42036458,2270.01451698,475147.09039785253
133,1588669200,208.26530612,209.6878761,207.89060619,209.17571509,1374.02031478,286920.3732678841
134,1588672800,209.13441808,209.50829759,206.41929175,206.623,2024.00727063,422349.50608737924
135,1588676400,206.50528799,206.50528799,201.12758607,203.387101,5276.7817622,1072812.7800511217
136,1588680000,203.22503661,204.66528934,202.95616677,203.46972997,1380.4661152,281555.5712908727
137,1588683600,203.16326531,204.22486824,202.39315772,203.60102697,1541.60426378,313561.92350636894
138,1588687200,203.52059278,205.9957,202.51956641,204.79606321,1547.18293926,316869.00860180927
139,1588690800,204.75070576,204.75070576,203.07807461,204.06562837,2292.83098871,467092.64406817785
140,1588694400,204.00612247,205.14404691,202.71400003,203.57252876,1623.97248345,330953.71000501735
141,1588698000,203.47917095,204.81033811,203.1632653,204.04899999,1876.06975781,383117.8895541717
142,1588701600,204.03413268,204.69387755,203.036382,203.54184586,1709.92700221,348919.479050789
143,1588705200,203.60551006,203.90160692,203.08000001,203.64,1086.41558297,220909.15442995692
144,1588708800,203.47088999,204.25,203.29173268,204.03985299,884.07973488,180174.05837167875
145,1588712400,204.14857799,205.25429464,204.04152955,204.72919475,727.52843204,148949.58205192626
146,1588716000,205.05735938,205.80636498,204.69387755,204.69387755,657.44320279,135064.94331621352
147,1588719600,204.91993812,205.24863675,203.83782686,204.81427853,1160.54783891,237023.54268928635
148,1588723200,204.84684222,205.60141831,204.18367346,205.35072249,1635.86231678,334966.473130422
149,1588726800,205.24489913,205.6201871,202.0,202.60283693,1931.68785892,393125.7654005851
150,1588730400,202.68632318,204.84668154,202.41447821,204.52222668,1248.23081725,254321.66272395934
151,1588734000,204.42268656,204.76380791,203.5,204.52219464,845.2081769,172524.25210241077
152,1588737600,204.52219462,208.78990656,204.25542117,206.63643034,2141.48463071,442736.43698371126
153,1588741200,206.9696707,208.44717344,206.44937945,206.44937945,1626.75942115,337600.6518948358
154,1588744800,206.52625089,207.47053415,205.80247431,206.61699981,838.08622727,173240.38638658402
155,1588748400,206.73469387,207.64436276,206.44342972,207.24489795,1200.29989506,248601.65815595555
156,1588752000,207.31867747,208.5,206.67912208,207.68593695,1012.18739719,210072.6390135485
157,1588755600,207.50412171,209.39135838,206.31987569,207.02965041,2368.44042955,492524.45816038
158,1588759200,206.96248311,208.11233816,206.91724391,207.87,404.78985438,84051.51618707851
159,1588762800,208.12274277,209.73744181,207.4093221,208.81049963,1413.73151738,295047.60427680286
160,1588766400,209.13018793,210.58749108,208.51582647,210.23251286,1345.83439603,282236.8237704232
161,1588770000,210.13197545,210.71787811,207.83534113,207.83749581,2814.47490886,587880.1048782408
162,1588773600,207.93819264,208.49856887,206.56189138,207.75510204,2556.94206628,530266.3043956014
163,1588777200,207.75510204,208.07740345,207.25711949,208.02909954,1383.47344615,287348.4149798584
164,1588780800,207.97863557,208.7755102,207.90198814,208.2879368,1287.31244646,268169.8302298898
165,1588784400,208.2424796,208.84684924,207.32573618,208.39898732,1276.513501,265800.7741853823
166,1588788000,208.39898731,208.40709179,207.34996147,207.89092226,908.68324223,188783.04410532114
167,1588791600,207.83313675,207.83313675,206.52309074,206.86940327,1557.70862008,322653.8485477857
168,1588795200,206.84765927,207.38626048,204.5,204.94047387,1805.71680617,371644.354710929
169,1588798800,204.59158361,205.71428571,203.409897,205.35994159,1597.69215404,326734.83335752523
170,1588802400,205.31,206.26432525,205.21135418,206.08208062,379.7968764,78164.43018756418
171,1588806000,205.9812449,206.59999998,204.5502312,205.84732894,1836.063123,377261.83410227305
172,1588809600,205.85761943,206.11377401,198.0,199.08163265,5486.65531278,1107832.0782308108
173,1588813200,198.96889675,203.26441221,196.6959,202.91207637,7443.52683167,1493570.210734989
174,1588816800,202.90884306,203.18510533,201.66366601,202.49509344,1096.70529559,222188.29010086507
175,1588820400,202.65306122,208.27778042,202.14285714,206.5832041,2934.53108693,603396.369423151
176,1588824000,206.73469387,207.0232319,204.90769876,206.0332054,1802.41680879,370862.7557316713
177,1588827600,205.67505383,206.78966334,204.28166861,204.75044347,1599.12858322,328764.67452273093
178,1588831200,204.86382074,205.38419898,204.0266588,204.55001594,1174.78056249,240629.24878184855
179,1588834800,204.77759494,205.13338624,202.91112273,203.15077974,951.38104084,194203.61785867254
180,1588838400,203.13744044,205.04456081,203.09379736,205.04456081,770.43403909,157355.80594194026
181,1588842000,204.75968241,206.05685407,204.08194092,205.85023517,966.9111728,198124.7226447948
182,1588845600,205.81833181,205.81833181,204.03021048,205.54006787,1586.56369989,324987.7040232841
183,1588849200,205.56725085,205.81502233,203.80607227,204.21741972,576.07193447,117981.03226679577
184,1588852800,204.34238735,204.55530168,203.48896834,203.89322681,208.88794677,42641.220828603204
185,1588856400,204.28939323,207.6592,203.61637658,206.89847284,1051.36660048,217288.88185666135
186,1588860000,206.89847284,208.7755102,205.4740317,206.08873825,2528.28242652,523393.307832815
187,1588863600,206.2638,207.27569751,206.12022541,206.52039184,1158.74832547,239462.31630936774
188,1588867200,206.45773904,207.1356465,203.80354224,205.95890387,2564.1914522,526856.259116146
189,1588870800,206.02545041,206.72435856,204.36178185,205.94399613,3032.63121406,623050.8054701794
190,1588874400,206.05120282,209.66548673,205.0,208.19979502,6009.58765309,1246620.04357285
191,1588878000,208.20240573,214.99226487,208.20240573,212.71407229,3626.57601828,770224.2051400925
192,1588881600,212.69181586,213.85960984,212.20590001,212.94624314,2026.34161063,431643.31597853405
193,1588885200,212.99248628,214.03285893,210.589,211.633,1066.71829631,226686.29364025712
194,1588888800,211.65466396,212.68974227,211.06760541,212.23956749,377.52555832,79916.82117679762
195,1588892400,212.31871984,213.1088736,211.44053937,212.6546695,635.37286871,134963.5103624018
196,1588896000,212.85714284,213.36734693,211.70966621,211.80220693,1979.06878509,420777.38804313214
197,1588899600,212.01650144,215.51531699,211.83673469,215.51531699,879.03656303,187282.08324450406
198,1588903200,215.612,216.46593528,213.45857732,214.32134416,812.08398181,174390.89058700454
199,1588906800,214.07371664,214.26900323,211.08523988,212.65,452.03620471,96053.22783505899
200,1588910400,212.69480745,213.0,211.1,212.91157853,828.51209833,175872.70260798975
201,1588914000,212.91157853,212.91157853,211.65248031,212.24487561,373.92860596,79352.65332122592
202,1588917600,212.20011828,212.20011828,209.24930592,210.30612244,2113.60257918,444426.2057983509
203,1588921200,210.30612244,210.30612244,207.04828178,208.0967075,1634.39076281,340172.8470185841
204,1588924800,208.2027138,209.69550492,207.40358045,209.35843345,677.02537076,141224.82228435297
205,1588928400,209.44655404,210.49447,209.31167305,209.36517509,521.04990401,109334.64334264195
206,1588932000,209.36517509,210.39466616,208.9311031,209.64793482,531.30717308,111367.49885798045
207,1588935600,209.6008292,211.82325292,209.43670434,211.81266209,1460.95129014,307792.76294926077
208,1588939200,211.74914292,211.86681884,210.74897656,211.30830846,1545.81876901,326711.6419176859
209,1588942800,211.34564616,211.34564616,209.44620002,209.63547632,1276.04313076,268160.73134241207
210,1588946400,209.43068267,210.81632653,209.42664821,210.54270207,771.99445288,162306.6881018386
211,1588950000,210.58628971,212.50743539,210.45097913,211.41625968,1988.28847541,420734.9530485216
212,1588953600,211.32653061,212.67000817,210.97211699,211.33545191,1668.48379634,353375.35676282155
213,1588957200,211.37266419,214.89795918,210.64120329,214.56405853,2381.84361953,508699.8653642434
214,1588960800,214.56619025,214.74825064,213.18721484,213.8497603,876.18459001,187340.43718467647
215,1588964400,213.84970842,214.77080863,212.10066877,212.3298,546.17328579,116693.10785798573
216,1588968000,212.33632623,213.28473583,211.82759159,212.86360016,1163.23384867,247321.4909207162
217,1588971600,212.86360016,214.19032732,212.20958905,214.11999999,325.35097057,69368.89919401107
218,1588975200,214.11401272,214.642428,213.4,214.52892432,301.32695481,64511.29015885888
219,1588978800,214.54834525,214.76129973,212.0671204,212.61928309,1631.96629561,348288.52946889
220,1588982400,212.55958112,213.1626118,210.80556037,211.45302593,1889.91242682,401062.6639834702
221,1588986000,211.35329061,213.13911701,209.51399956,212.85961213,1669.90719193,353320.2940054928
222,1588989600,212.84875047,214.6,212.05000001,213.12311736,748.62614154,159854.26295774482
223,1588993200,213.0234421,213.7601151,212.27642531,212.61752065,821.83123354,175061.41240810088
224,1588996800,212.6281504,213.71860337,212.6281504,213.71860337,140.01180324,29846.505836156066
225,1589000400,213.76116578,214.0,212.16020001,212.61471805,179.02828592,38134.11372735602
226,1589004000,212.46353142,213.61388375,211.43865516,213.60483837,566.72447876,120410.27421295158
227,1589007600,213.62587446,214.1,210.87690002,212.09,1194.03753946,253620.5056082064
228,1589011200,211.92657093,213.04616451,210.23183669,210.77437125,1354.96844649,286780.70924223016
229,1589014800,210.72310006,212.0,210.63057289,211.96226363,1271.31008754,268905.1823471729
230,1589018400,211.95696458,212.26581,211.32653061,211.87913092,1316.50034977,278947.77609609085
231,1589022000,211.88112582,211.88112582,209.9,211.15304321,2200.13051445,463772.69434238446
232,1589025600,211.13454939,211.37961363,208.6,210.24643487,2970.36171472,623673.3095361186
233,1589029200,210.25072551,211.23699311,209.6,210.65943707,2071.96390928,435703.51088547776
234,1589032800,210.66897012,212.04974834,210.01523593,212.04974834,710.18518523,149843.54535211922
235,1589036400,212.17386321,213.14484677,211.63284064,212.77115485,724.99171456,153833.29289478104
236,1589040000,212.79583101,213.11403843,211.71000002,212.96322905,369.53437491,78417.7552870677
237,1589043600,212.96322905,214.23814658,212.73000001,212.80175187,1836.63089284,392111.49646364414
238,1589047200,212.80175187,213.54608604,212.2814119,212.85738878,368.42038196,78463.99933522652
239,1589050800,212.85714285,212.85714285,211.06832406,211.13282274,2058.07365791,436498.65458155936
240,1589054400,211.13282273,212.70764678,210.6779661,212.34502316,1371.36861527,290192.3137662146
241,1589058000,212.37563221,213.32556308,211.77825607,211.97674426,1188.92848395,252781.0900754191
242,1589061600,211.95974661,212.15893211,210.74661281,210.80931174,634.32805231,134077.4208442349
243,1589065200,210.80931169,211.94915251,210.16850167,210.99966899,654.22320484,138005.18178487703
244,1589068800,210.91219634,211.70312682,209.88161942,210.1748514,1601.4543907,337550.2758753473
245,1589072400,210.1692862,210.1692862,181.00000004,192.54853463,17664.83377388,3445439.491736024
246,1589076000,192.06722556,192.48824675,188.86852324,190.46082316,4453.26347978,851463.8487187688
247,1589079600,190.32838258,190.32838258,187.48916518,187.8,1506.273358,284432.93869454216
248,1589083200,187.8,187.8,182.07388799,185.85929431,5583.99400815,1037674.0039257386
249,1589086800,185.72399499,186.12469396,183.56008862,186.12469396,2543.9341912,470400.42841182597
250,1589090400,186.14382853,187.90197797,185.92979817,187.6849887,2228.43954927,416380.10241427354
